Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRI59,OUT049,3830.940981848771
NCG54,OUT035,3052.836909683825
FDM44,OUT046,1707.6086724518784
FDT57,OUT018,3160.4570321258216
FDV24,OUT046,2239.402909464345
FDI50,OUT019,921.2880159473568
FDS09,OUT035,811.5267154531432
NCC31,OUT027,3968.691245826261
FDQ07,OUT019,498.59494860673544
FDC22,OUT017,3364.5540340515654
FDZ56,OUT046,2839.7128790201123
FDZ40,OUT019,207.87580149811205
FDS46,OUT027,3227.6419215516676
DRD24,OUT045,1980.1994207925572
FDV45,OUT017,3099.9241418290503
FDL26,OUT045,2576.687483017217
FDA56,OUT018,1828.6975661092408
FDN27,OUT046,1831.9837832838869
FDM20,OUT049,4533.214959221729
FDO16,OUT017,1706.8248984620404
FDL03,OUT035,2950.931468113912
FDE58,OUT046,1886.8361688261768
FDI02,OUT027,3211.938265665485
NCC55,OUT019,-3.2810571738744314
FDR03,OUT018,3022.7485152890395
FDB14,OUT017,1567.8077648750186
FDR45,OUT013,4152.905523958432
NCN07,OUT017,2179.478739684693
FDM51,OUT019,299.6485179847706
FDT52,OUT027,6114.920947423741
FDL26,OUT046,2440.7309596176838
NCZ42,OUT046,4348.731659018764
DRI47,OUT019,459.92132882187013
FDW40,OUT013,2673.614941228615
FDN34,OUT046,2866.911512786088
FDS01,OUT035,3059.2666248572928
NCG55,OUT045,1839.1351429542628
FDC11,OUT035,1306.7947577795367
FDX35,OUT018,3129.015911845054
NCB06,OUT046,2622.1964684443965
FDR09,OUT019,576.2823316983029
FDC53,OUT017,1607.3735950008677
FDY45,OUT013,4619.260930328612
FDA22,OUT010,614.0715314097868
FDE02,OUT035,1570.2529953787537
FDW21,OUT045,1867.4291694965746
FDV34,OUT046,1188.3223133914512
FDS59,OUT049,1988.8489797173872
NCW17,OUT017,2553.788009612696
NCK54,OUT046,1939.1696189646786
FDG17,OUT019,303.3521068548368
FDG35,OUT017,3174.512583520082
FDD08,OUT010,211.87190916123507
NCO07,OUT017,3943.386896587386
FDJ10,OUT010,180.03522256597236
FDW36,OUT017,1454.279879718514
FDW21,OUT010,409.51410451129686
FDY19,OUT017,2141.853276691046
DRE03,OUT013,774.400612279121
NCC55,OUT049,612.8874598320971
FDH52,OUT010,193.95030343307823
FDO09,OUT017,4065.5559878290114
FDU43,OUT045,3624.6042668526447
FDX09,OUT010,410.85264920617857
FDH40,OUT019,233.87507601415209
FDW58,OUT017,1761.0723217886073
FDC47,OUT017,4465.01693791963
NCR41,OUT035,1643.6688077800395
DRG49,OUT035,4171.423140496577
FDC52,OUT027,3833.988335294868
FDY13,OUT046,1217.6053136823975
FDY35,OUT013,565.2101677263598
FDI35,OUT017,3962.2331384627973
NCU18,OUT049,2425.7713399759164
FDY33,OUT018,2776.238701827707
FDC15,OUT027,3876.812713179272
FDU01,OUT049,2755.854587755547
NCU42,OUT046,3187.289631134172
NCV29,OUT018,2750.038375803467
NCY30,OUT017,3380.5799806396535
FDQ46,OUT049,2135.9029263993266
FDG58,OUT027,3844.3163651696664
FDK33,OUT017,3822.1745021573697
NCD07,OUT045,1505.1315255545642
NCX29,OUT027,3928.3437046092595
NCT42,OUT013,2096.8379409309505
DRN59,OUT035,721.4819734349529
FDI44,OUT035,1140.4636457103043
FDA45,OUT049,2254.946750776684
FDP31,OUT045,966.7777141873433
FDY01,OUT046,1968.4519983655691
FDT09,OUT018,1698.0522945429495
DRH03,OUT027,2534.654056227192
FDA36,OUT018,2394.82716914431
NCF31,OUT017,2334.1733700442724
FDG14,OUT049,2384.2539774550646
FDG28,OUT027,5935.804068950105
FDU14,OUT049,4594.4423505323375
FDY47,OUT019,375.11189131592874
FDI56,OUT049,1378.7441888767773
DRD01,OUT013,840.2456340745271
FDM22,OUT046,963.8000485997736
FDH33,OUT013,682.1352038281914
DRZ24,OUT013,1996.6175613166597
NCQ38,OUT046,1657.2165900319571
FDO16,OUT027,2323.4315970365083
FDU07,OUT027,3878.7257057009265
NCB07,OUT013,2643.0083541030626
FDU48,OUT045,1951.009305805527
NCM43,OUT045,2897.6083390852573
FDR31,OUT010,583.8051117044713
DRK49,OUT018,540.6487845574359
NCI30,OUT010,974.6819915295627
DRD60,OUT017,3380.89240882781
NCG19,OUT046,3698.1295553799423
FDH12,OUT035,1615.4466342807416
FDM32,OUT035,1532.0693649128407
FDM27,OUT035,2690.541798605389
NCU53,OUT027,4473.902339083518
NCQ18,OUT046,1575.4730319014807
FDS10,OUT013,2590.168006998918
FDB33,OUT027,4298.855164599781
FDI12,OUT013,1433.8568946517835
NCW42,OUT013,3949.2223577652367
NCC06,OUT018,1836.723623571738
FDW02,OUT017,2265.445404815053
NCD43,OUT017,1746.5562615519711
FDM57,OUT018,926.4163214609896
FDA58,OUT017,3373.9872822205907
FDK56,OUT046,3589.733071079755
FDP52,OUT045,4722.388709045135
FDW20,OUT018,1768.0743458709571
FDS52,OUT049,1510.4952729308704
NCT29,OUT018,1503.0688269563645
NCL54,OUT013,3096.0902842601186
FDC05,OUT045,2744.092881209792
FDF34,OUT035,2914.272672963425
FDP03,OUT027,3327.076133367547
FDD32,OUT010,184.1686175917689
FDZ10,OUT045,1865.9572842430523
FDZ40,OUT035,841.9828692022047
FDD51,OUT018,442.55807505781945
NCY30,OUT019,454.7170740196325
FDP58,OUT017,3420.3641064935987
FDV49,OUT017,4299.770555952163
FDY24,OUT019,157.94157245117935
NCO55,OUT017,1749.1444691992415
FDR13,OUT017,1989.69032202997
FDS51,OUT017,1089.9204710568454
FDP26,OUT045,1639.3297514504136
NCB54,OUT027,3537.670182790358
FDF32,OUT017,3475.9178353071293
FDN31,OUT018,2532.8060604786365
DRM48,OUT017,560.9809681661624
FDN20,OUT049,2978.622889924614
DRL01,OUT046,3927.1544410424513
FDV56,OUT049,1638.8285904989657
DRH13,OUT027,2648.381693106397
FDA03,OUT017,2495.6776766419266
FDF47,OUT027,5868.214790242084
FDX32,OUT046,2753.181147057136
FDX57,OUT049,1642.0425866437017
NCA30,OUT045,2865.809500564268
FDO49,OUT013,694.6782436965834
FDL04,OUT019,264.31208602137076
DRM48,OUT035,584.622077215951
FDR16,OUT013,3426.764827632754
NCC19,OUT018,3308.8392713547055
NCE42,OUT045,4149.454589279453
FDY24,OUT017,933.2910432817081
FDH19,OUT049,2735.8682329380426
FDJ46,OUT013,2650.191977168732
FDN45,OUT010,495.6002763910413
FDY08,OUT035,2254.5745369542774
FDZ37,OUT035,1525.7515031251028
NCT30,OUT045,838.6070056331441
DRY23,OUT018,440.94894194358056
NCZ30,OUT018,1890.6903642369748
FDC44,OUT018,1795.9137075247634
FDB45,OUT035,1544.793548412039
FDY04,OUT013,2389.7975525236593
FDM27,OUT046,2675.9882122903987
FDZ43,OUT017,4235.321502214033
FDT39,OUT019,199.2218256185833
NCC06,OUT019,399.1661458378832
FDL15,OUT027,4161.981715607301
FDL57,OUT017,4602.360104092131
FDU08,OUT046,1445.9360352037936
FDK40,OUT017,4464.548112719003
FDQ12,OUT010,701.856188271948
FDS48,OUT017,2624.49754701195
FDP09,OUT045,3763.632756187038
FDW21,OUT049,1583.5553384923046
FDY25,OUT035,3462.7784891610045
DRE13,OUT017,1496.4983310529467
FDV43,OUT019,9.246247568774313
FDD22,OUT045,1669.5768280847108
FDM46,OUT019,264.05428295598693
NCO30,OUT010,595.8403168310409
FDM25,OUT046,2986.5180839023196
NCN41,OUT049,2169.400854388463
FDU24,OUT045,1682.5646029571242
FDZ50,OUT046,3629.5387103500234
FDP45,OUT013,3851.8625282073344
NCM54,OUT045,1981.7101164398816
FDW10,OUT019,191.2900033668731
FDP20,OUT017,1919.8746193862846
FDK32,OUT046,2600.096269039686
FDN52,OUT049,1316.2269237116432
FDM58,OUT045,1827.0684270534146
FDZ46,OUT027,3008.8087177300713
NCA18,OUT018,1386.0273359192418
FDD35,OUT046,2272.0876717319607
NCK31,OUT035,758.1208800595493
FDI40,OUT027,2734.045418579492
FDT50,OUT019,274.00247076390895
NCT06,OUT046,2563.178858683741
FDT31,OUT035,2998.9110119899606
FDT45,OUT049,832.3871979997656
FDT13,OUT045,3025.944883237368
FDO50,OUT045,1406.5166129918825
NCU18,OUT010,289.68573239649766
NCR54,OUT049,3086.2242005533258
NCO18,OUT018,2551.132254740512
FDU09,OUT045,752.9876041987854
FDT13,OUT018,2945.024214648692
FDE09,OUT046,1791.1514738741257
NCK53,OUT019,318.9060826463516
FDG45,OUT049,4038.981122219675
DRH15,OUT035,654.3434644329193
FDO21,OUT019,182.5947896486024
FDD14,OUT027,5468.502311122844
FDC09,OUT046,1838.6610680276556
FDH45,OUT027,1192.1786433060158
FDV32,OUT046,1175.1406035751752
FDG12,OUT035,2045.1989606579546
FDS32,OUT013,2020.330093376033
NCL55,OUT018,3292.8071410105267
DRE01,OUT035,3818.6678539318186
DRE15,OUT049,1077.0588328389847
NCL42,OUT045,4308.961012277168
FDP31,OUT013,836.03537506746
FDN33,OUT018,1160.0198650769826
FDZ59,OUT046,2843.755526712078
FDE45,OUT010,354.6496508393243
FDJ07,OUT013,1847.88995308423
FDQ45,OUT018,2251.049403605349
FDM33,OUT027,5324.62517906913
FDO15,OUT010,111.24735121340777
FDM46,OUT013,1432.7362998763465
FDR03,OUT045,3482.8803991796194
FDY49,OUT018,2532.861311470326
FDQ60,OUT045,1679.5109917446516
FDW10,OUT049,2293.5083567770953
FDO51,OUT049,758.4312560604682
FDJ40,OUT018,1470.8760707462136
FDS20,OUT018,2720.9936836331176
FDU45,OUT013,2009.012957312337
FDV02,OUT035,2980.123992547399
FDN09,OUT046,3691.467847795205
NCM55,OUT027,4891.9016045058825
FDN23,OUT018,2347.012673637181
FDY31,OUT010,388.6906112927403
FDW03,OUT010,384.93348617076794
FDD14,OUT046,2812.369019536093
FDV23,OUT017,1959.0205503049326
DRI03,OUT045,2779.0906903673085
FDN13,OUT035,1380.9375048355696
FDF45,OUT027,1664.5343353085245
FDU46,OUT035,1389.6665893221673
FDB57,OUT049,3759.8820784219015
FDV12,OUT049,1516.270684634541
FDQ58,OUT013,1997.0040956728324
NCA18,OUT017,1645.3780155639106
FDH52,OUT049,831.7920922636026
FDM24,OUT018,2300.6974999340696
NCP43,OUT027,4800.431175492342
NCO18,OUT019,383.4482275058921
FDM32,OUT017,1291.5169416649767
NCL07,OUT017,565.2400961259101
FDK03,OUT013,4305.232340981722
FDP59,OUT017,1463.4909007937445
FDQ24,OUT049,4568.655123367619
FDQ16,OUT018,1555.097701348603
FDU44,OUT013,2686.0022585451247
FDH28,OUT010,65.6124626997341
FDV28,OUT019,103.69320700066017
FDM22,OUT045,984.161747242962
FDR56,OUT046,2882.6538064506803
FDV39,OUT049,2906.94413185
FDU37,OUT019,211.88372065944296
FDQ11,OUT010,551.719661614434
FDX02,OUT045,3882.142929578182
NCS42,OUT018,1210.5001107167084
FDY57,OUT027,2780.27532461098
FDB21,OUT049,3941.684339132736
FDE28,OUT017,4206.814745271836
FDQ55,OUT017,2258.8151829939943
FDA48,OUT049,3910.2423980846374
FDZ19,OUT045,2204.229528802988
NCC43,OUT045,3278.9374150754215
NCV18,OUT046,1715.4454340963657
NCA42,OUT018,2579.347985235803
FDY45,OUT046,3358.9686207714512
NCC30,OUT045,2663.440554562017
FDM57,OUT013,1208.4911643331934
FDL09,OUT010,223.1721855342148
FDB09,OUT027,3247.038571425401
FDT44,OUT035,1816.686923618953
NCT06,OUT027,4201.279972818648
FDX26,OUT049,3742.853186072028
FDK32,OUT013,2613.1192918187207
DRA12,OUT046,2167.070345140584
FDO46,OUT010,653.366055216894
FDE52,OUT013,1165.9595803919128
NCH42,OUT045,4361.630207048824
FDV08,OUT035,869.2565789183881
FDB47,OUT018,3043.1056689083257
FDC28,OUT010,225.72126568318268
FDD22,OUT046,1883.5105163122034
FDS07,OUT027,3076.7915374149356
DRI13,OUT045,3292.805506979551
FDG32,OUT018,3318.4395077273907
FDU14,OUT017,4764.221987671259
FDD28,OUT019,26.545362757606615
NCP41,OUT017,1786.2743090758422
FDS08,OUT049,2501.5134231895736
FDX47,OUT045,2350.6422387797693
FDC53,OUT019,92.02153657536614
FDQ19,OUT035,3863.5983910205505
FDL14,OUT045,2158.556024071474
FDM33,OUT019,877.5933915005182
FDA51,OUT045,1918.7142369766657
FDZ27,OUT018,518.6008493986217
FDT04,OUT046,601.5545439904402
DRC13,OUT049,1900.1593354677375
FDR16,OUT027,5050.594234574003
FDQ03,OUT027,5463.24532530294
FDE38,OUT035,2647.4031111198374
DRH23,OUT027,1758.4384565109624
FDT11,OUT019,528.3894094401238
FDD09,OUT035,3489.6499046153235
FDR40,OUT045,1579.0554372596785
FDX07,OUT017,3727.144172217923
FDR07,OUT035,1270.94363497271
FDA51,OUT017,1980.6049829694668
FDT59,OUT019,766.4456111368567
FDF20,OUT017,3222.769219017864
FDR13,OUT045,1807.607971379938
FDY26,OUT049,4163.449538042472
FDW04,OUT017,2035.50468721761
FDK52,OUT017,4204.907651049333
FDN60,OUT049,3018.2516233712986
FDM09,OUT019,279.8688654520964
FDP46,OUT049,1341.5880718408218
FDB50,OUT019,214.73375944234104
NCQ29,OUT049,3810.662623525363
FDP16,OUT027,6854.506078513686
FDX33,OUT018,2397.8872317962437
FDP07,OUT010,707.3960897520963
FDN22,OUT046,3683.152727951093
FDF39,OUT049,4656.461095952194
FDS21,OUT017,1106.2982704268031
NCM42,OUT013,1655.0131639062965
FDK50,OUT019,369.40449404013333
DRF13,OUT027,3613.209482319676
FDH35,OUT018,2004.8200487655363
FDP60,OUT018,1147.2119744525544
DRJ49,OUT027,3249.466699006757
NCT42,OUT019,285.30991595527905
FDE38,OUT049,2697.657423221054
FDI04,OUT049,3325.545245939184
NCH54,OUT045,2950.069100095823
FDT56,OUT049,977.5147685936154
DRD15,OUT018,2735.8664342176053
FDV58,OUT013,3105.6227061638447
FDP21,OUT049,3412.8655135126264
FDH05,OUT013,3386.312672427284
FDR10,OUT027,4172.950022526305
NCP06,OUT045,2132.0386683376523
FDF33,OUT049,1731.9455803706946
DRK37,OUT013,3531.3118158047623
DRH49,OUT045,1374.635045216707
FDT58,OUT013,2418.371986284664
FDD41,OUT018,1577.3490186248996
FDP40,OUT018,1806.240973573655
FDM51,OUT027,2522.3283063389676
FDO45,OUT010,84.05132630914936
FDW33,OUT010,159.4980258221582
FDY24,OUT045,1045.66463660914
FDB10,OUT010,-152.3485450956536
FDM40,OUT035,2251.5143096035927
NCI06,OUT017,3239.779106533668
FDW12,OUT019,340.16217355286153
FDX48,OUT027,4147.094889917601
NCW05,OUT027,2700.8355705593826
FDX27,OUT017,1553.171839547445
DRM37,OUT045,2873.5235589727577
FDA38,OUT045,3915.290974333807
FDR36,OUT046,787.2960978478125
FDZ45,OUT046,3243.8956313877675
FDG05,OUT017,2630.0890215558697
FDK28,OUT013,4995.434502774177
FDV47,OUT045,1304.9060097708648
FDN21,OUT045,2283.09431460675
FDP20,OUT027,3396.86699214501
FDI35,OUT045,3260.15276960576
DRY23,OUT013,688.216167238757
FDA56,OUT017,2307.1607006619925
FDB09,OUT013,1840.615856439116
NCO26,OUT027,2855.1003721890265
FDQ49,OUT018,2430.399891037462
FDI52,OUT027,3276.432988423224
FDZ44,OUT027,3008.806565004775
FDZ09,OUT018,2415.3499172991706
FDY03,OUT049,1791.9113852550342
NCG42,OUT017,2282.3534587208715
DRI13,OUT027,5336.38521707397
FDQ32,OUT013,2017.5922419837577
FDW16,OUT035,1542.6988448597149
FDU27,OUT046,803.4632807731523
FDR28,OUT010,439.83383976181136
FDQ49,OUT010,376.73077305014687
FDS37,OUT046,1935.8329612696332
FDW26,OUT018,2757.3840975644066
FDX12,OUT018,3372.0327773167
NCP06,OUT013,2123.7071065739638
FDW45,OUT010,368.39448559211445
NCN30,OUT049,1429.1048627636144
FDN24,OUT049,832.1467659418704
NCL41,OUT027,1085.8749996264223
FDR02,OUT019,255.86988309397756
FDD09,OUT010,629.0305336925063
FDS33,OUT010,169.31092994214626
FDU22,OUT045,1746.564505642592
FDI53,OUT013,2492.5354180688532
DRH01,OUT049,2953.2844265308545
FDX32,OUT013,2534.2519111529664
NCP30,OUT018,515.171800259813
FDB60,OUT045,2689.9708498752375
FDB14,OUT049,1595.6347963910357
NCP02,OUT035,842.1001671338104
FDJ10,OUT017,2214.0987003717955
FDG34,OUT046,1978.8781342445504
NCB18,OUT017,1431.5976382694678
FDM16,OUT049,1238.8440378741002
FDW25,OUT018,1551.6816632680823
FDB35,OUT010,104.42356929293769
DRN11,OUT013,2033.0756191210694
FDF41,OUT019,192.55207090842742
FDH16,OUT045,1314.6310707378032
NCQ50,OUT018,2953.8025479679445
DRH23,OUT018,768.5707613183449
DRJ37,OUT013,2173.1869815584923
DRJ24,OUT027,5055.208072942438
FDY16,OUT035,3266.122681108709
FDQ27,OUT045,2093.4178352375793
FDZ33,OUT045,2134.397302153679
FDF29,OUT045,1989.7814339202741
FDA08,OUT049,2443.297403655224
FDG31,OUT046,980.6474308350182
FDE34,OUT019,549.9911906979344
NCR30,OUT027,1760.981951586726
FDV33,OUT035,3853.876916064712
DRZ24,OUT018,1896.7783469838557
NCL54,OUT035,2991.247004350357
FDR12,OUT049,3035.8973640546214
NCC54,OUT046,3847.4167576620903
DRN59,OUT013,726.79765075101
FDX50,OUT019,404.2288255922114
FDV31,OUT027,4949.008938862898
NCA29,OUT027,4657.211091305905
FDW60,OUT049,2988.5125798012277
FDX08,OUT017,3727.282804427057
DRD49,OUT013,3643.8308669539497
FDD33,OUT046,3638.8149346023815
FDW35,OUT013,620.0547490274853
FDJ36,OUT017,1867.855906605213
FDV51,OUT035,3069.6225502571215
FDW36,OUT046,1428.9753662704388
FDH35,OUT046,2249.136478301793
NCS30,OUT027,3166.828898232426
FDN49,OUT017,594.3681170092319
FDL08,OUT018,3149.205807615552
FDI09,OUT013,3684.8996407698105
FDP19,OUT018,2038.0119074344173
FDU21,OUT010,39.082286466122184
NCP41,OUT045,1447.2986722469752
FDY10,OUT013,1899.397759105637
FDP12,OUT018,456.58913719883395
NCN26,OUT049,1861.2799442263808
FDK44,OUT013,2685.6307824793116
FDC28,OUT049,1576.8146984435712
FDJ41,OUT027,6251.717100027855
NCT29,OUT035,1970.66009241855
NCH42,OUT019,404.33120360856566
FDU60,OUT018,2482.955731378364
FDS02,OUT045,3400.3906827624496
FDC51,OUT046,2121.5440135418576
FDU03,OUT013,3018.544011306712
FDX39,OUT045,3770.756779129184
NCY05,OUT010,-1.8998399383366535
NCL06,OUT027,5852.913704880599
FDD32,OUT035,1112.2158749925268
NCN41,OUT045,1863.0600227985537
NCX53,OUT049,2553.81102655719
FDU57,OUT019,365.1918809069518
FDQ23,OUT046,1887.9216371978748
FDQ52,OUT045,4819.96253205356
FDC14,OUT045,661.4335528714846
FDY09,OUT035,3334.0584543894347
FDQ28,OUT045,2670.4192000243033
FDV25,OUT046,4468.161512982575
FDJ07,OUT035,2080.790584957008
DRB25,OUT049,1619.7647048840065
FDK52,OUT019,453.7793567545841
FDY52,OUT027,1582.1821328498218
FDB28,OUT046,3018.546090200359
FDT36,OUT035,558.2722976555278
FDV25,OUT017,4100.2749734112285
NCN07,OUT027,3428.2029836473725
FDC57,OUT017,3456.893299350381
FDQ03,OUT018,2737.4426364582605
FDU23,OUT017,3282.6209972676465
NCX41,OUT035,3601.3352641724846
NCD06,OUT035,717.0401242741206
FDW08,OUT045,1578.072657536645
NCU29,OUT017,2573.4801840194314
NCE06,OUT013,2024.2876960434658
FDV52,OUT010,183.816651113055
FDB02,OUT017,3065.523288202365
NCR18,OUT045,555.9903095459675
FDK16,OUT049,1555.471632975286
NCQ29,OUT010,647.397328552425
FDZ01,OUT019,163.6499923053749
FDW27,OUT035,2222.162631783795
FDD17,OUT018,2515.0720230469333
FDW39,OUT013,2616.4879583314537
DRH59,OUT045,1052.9463313452736
FDS52,OUT013,1479.1343491749165
FDU40,OUT027,5504.149634911548
NCF54,OUT013,2577.835147567774
FDH46,OUT045,1547.082403335553
NCP14,OUT049,1854.549655088765
FDH50,OUT049,3666.975852834828
DRF15,OUT010,270.6822362883713
FDV27,OUT027,2381.67159433466
NCJ06,OUT049,2060.9604858489265
FDN02,OUT018,3286.5296562594804
FDQ51,OUT049,677.8331124081657
FDQ07,OUT017,4168.517763706878
FDS45,OUT049,2101.961824686287
NCJ06,OUT045,1928.1785719652032
FDD36,OUT035,2230.00628066829
FDY25,OUT045,3255.6913668212815
FDU52,OUT046,2306.327874833918
DRK47,OUT017,4289.879623197344
NCL30,OUT017,2165.9176971038783
FDN22,OUT035,3739.5485792543204
NCF30,OUT027,3228.20818187056
FDK03,OUT035,4803.586208437345
FDT45,OUT017,841.3549199064088
NCC54,OUT027,6042.507794191126
FDP08,OUT018,2993.623573260505
