Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG58,OUT027,3940.1239825845805
FDK33,OUT017,3499.016462852202
NCD07,OUT045,1775.1535442364568
NCX29,OUT027,3723.9056124990943
NCT42,OUT013,2383.5284429613534
DRN59,OUT035,901.0498150290127
FDI44,OUT035,1424.4013795959295
FDA45,OUT049,2905.644511474887
FDP31,OUT045,1037.9709304276935
FDY01,OUT046,1871.3484522096496
FDT09,OUT018,1901.5579984512542
DRH03,OUT027,2975.23329944098
FDA36,OUT018,2704.620821482057
NCF31,OUT017,2536.1726288488344
FDG14,OUT049,2558.2907702387624
FDG28,OUT027,5374.910967158332
FDU14,OUT049,4052.9385692853252
FDY47,OUT019,243.04055669810123
FDI56,OUT049,1561.197629218862
DRD01,OUT013,995.9761677248657
FDM22,OUT046,959.2302402679105
FDH33,OUT013,736.1354670490548
DRZ24,OUT013,1916.716609473375
NCQ38,OUT046,1678.1866740801677
FDO16,OUT027,2828.6512652784263
FDU07,OUT027,3833.3727003039794
NCB07,OUT013,3082.508869341917
FDU48,OUT045,2053.718798943341
NCM43,OUT045,2549.2258697833176
FDR31,OUT010,447.18451046657117
DRK49,OUT018,412.17765115179884
NCI30,OUT010,1926.6805064022828
DRD60,OUT017,2978.862389892497
NCG19,OUT046,3670.953490007911
FDH12,OUT035,1835.8974509281893
FDM32,OUT035,1635.8742467522875
FDM27,OUT035,2654.3118292681224
NCU53,OUT027,4066.685308698676
NCQ18,OUT046,1557.8891445312597
FDS10,OUT013,2880.5204803427896
FDB33,OUT027,3970.541697722446
FDI12,OUT013,1463.2933536808428
NCW42,OUT013,3506.200344773605
NCC06,OUT018,1761.1480804772486
FDW02,OUT017,2183.2217416457183
NCD43,OUT017,1780.2996352568236
FDM57,OUT018,1114.5184005541932
FDA58,OUT017,3851.471823100064
FDK56,OUT046,2928.6704137348825
FDP52,OUT045,3613.409607268173
FDW20,OUT018,1716.302729396872
FDS52,OUT049,1734.7395224333811
NCT29,OUT018,1620.0513458942442
NCL54,OUT013,2806.72091799379
FDC05,OUT045,3118.2359541090655
FDF34,OUT035,3320.764407599144
FDP03,OUT027,3488.976178650796
FDD32,OUT010,-508.05678202047557
FDZ10,OUT045,1984.3980155906224
FDZ40,OUT035,1054.2677340138916
FDD51,OUT018,453.5508002275575
NCY30,OUT019,938.1059365080423
FDP58,OUT017,3526.8974844203826
FDV49,OUT017,4272.771193216202
FDY24,OUT019,-1011.2038601589561
NCO55,OUT017,1784.648907199331
FDR13,OUT017,2016.7273964778967
FDS51,OUT017,1122.5334665258335
FDP26,OUT045,1593.7825900110379
NCB54,OUT027,3496.2747284135717
FDF32,OUT017,3236.8409951584613
FDN31,OUT018,2725.0086703809557
DRM48,OUT017,705.901814409677
FDN20,OUT049,2791.89926131753
DRL01,OUT046,3705.4949031371434
FDV56,OUT049,1877.045046938627
DRH13,OUT027,3178.929214282269
FDA03,OUT017,2480.5415047265647
FDF47,OUT027,4986.229406223849
FDX32,OUT046,2371.5015017700575
FDX57,OUT049,1701.7873166742165
NCA30,OUT045,2918.906757244572
FDO49,OUT013,908.1039872229323
FDL04,OUT019,-224.3670628790909
DRM48,OUT035,756.2469991520638
FDR16,OUT013,3431.1274668804726
NCC19,OUT018,2749.5075215618276
NCE42,OUT045,3642.061885137691
FDY24,OUT017,1058.7672528594355
FDH19,OUT049,2890.362342250394
FDJ46,OUT013,2794.1120453357967
FDN45,OUT010,1620.4526384946844
FDY08,OUT035,2402.7038289996694
FDZ37,OUT035,1606.2068541743424
NCT30,OUT045,685.6050212913356
DRY23,OUT018,453.05953058991645
NCZ30,OUT018,1660.9099649110408
FDC44,OUT018,1521.7604065930213
FDB45,OUT035,1836.9149720303706
FDY04,OUT013,2673.9509168172926
FDM27,OUT046,2554.453323307392
FDZ43,OUT017,3948.112246080554
FDT39,OUT019,564.9664550422176
NCC06,OUT019,115.39889319654276
FDL15,OUT027,3903.605749359607
FDL57,OUT017,4218.7711754030115
FDU08,OUT046,1605.2941327511041
FDK40,OUT017,4271.778309783709
FDQ12,OUT010,1702.363256117305
FDS48,OUT017,2509.212120405766
FDP09,OUT045,3279.744301618918
FDW21,OUT049,1757.1003508071592
FDY25,OUT035,3028.8347379004576
DRE13,OUT017,1476.685244818137
FDV43,OUT019,-1182.5239125156204
FDD22,OUT045,1710.4172514047657
FDM46,OUT019,-436.2913625859946
NCO30,OUT010,990.8172427605758
FDM25,OUT046,2807.139460368003
NCN41,OUT049,2041.304542624808
FDU24,OUT045,1480.2743754756173
FDZ50,OUT046,2957.2981864447884
FDP45,OUT013,4050.471248660848
NCM54,OUT045,1934.5754023596267
FDW10,OUT019,882.8965656376704
FDP20,OUT017,2140.5939320742145
FDK32,OUT046,2453.2625279983554
FDN52,OUT049,1551.3902851663688
FDM58,OUT045,1767.988871229958
FDZ46,OUT027,3233.83145882488
NCA18,OUT018,1581.3924434363116
FDD35,OUT046,1964.4686044952098
NCK31,OUT035,955.3683390325848
FDI40,OUT027,3103.2425242836707
FDT50,OUT019,-296.2462138997845
NCT06,OUT046,2598.6529342043136
FDT31,OUT035,3134.568296607006
FDT45,OUT049,983.5244589731441
FDT13,OUT045,2919.5832741744694
FDO50,OUT045,1410.2989890278975
NCU18,OUT010,314.6920490057213
NCR54,OUT049,3157.031459186446
NCO18,OUT018,2537.1793487600885
FDU09,OUT045,919.9272585679288
FDT13,OUT018,2709.4969122791035
FDE09,OUT046,1817.7152471341078
NCK53,OUT019,-287.2999401845325
FDG45,OUT049,3471.7949026576302
DRH15,OUT035,881.3463937072198
FDO21,OUT019,1705.2676136400858
FDD14,OUT027,4353.900763432057
FDC09,OUT046,1706.7597037627188
FDH45,OUT027,2216.9123004591447
FDV32,OUT046,1069.9610954443303
FDG12,OUT035,2115.375511529933
FDS32,OUT013,2318.3521816195575
NCL55,OUT018,3663.5781111052215
DRE01,OUT035,3956.0000634213097
DRE15,OUT049,1348.9110167493197
NCL42,OUT045,3816.0840242783534
FDP31,OUT013,1102.9913161630332
FDN33,OUT018,1271.508643089222
FDZ59,OUT046,2661.3449504660216
FDE45,OUT010,910.6684612963926
FDJ07,OUT013,1947.5689705913321
FDQ45,OUT018,2708.3264178037425
FDM33,OUT027,4915.338514536623
FDO15,OUT010,-612.7755114780007
FDM46,OUT013,1513.0151164817848
FDR03,OUT045,3251.732178124908
FDY49,OUT018,2422.910630089521
FDQ60,OUT045,1883.9395776609422
FDW10,OUT049,2892.310957150525
FDO51,OUT049,901.8317371261103
FDJ40,OUT018,1520.4284479606172
FDS20,OUT018,2623.0073446363203
FDU45,OUT013,1886.9667250847403
FDV02,OUT035,2838.4841715796824
FDN09,OUT046,3834.797794299013
NCM55,OUT027,4386.4611822974
FDN23,OUT018,2076.612706895974
FDY31,OUT010,419.3363835733843
FDW03,OUT010,-132.52820914582594
FDD14,OUT046,2886.1389059155704
FDV23,OUT017,2098.477656434391
DRI03,OUT045,2707.686250621604
FDN13,OUT035,1727.5054857683367
FDF45,OUT027,2493.9299171275848
FDU46,OUT035,1619.766332230912
FDB57,OUT049,3664.161898147235
FDV12,OUT049,1747.3166602229776
FDQ58,OUT013,2456.2994680570523
NCA18,OUT017,1952.0016693971766
FDH52,OUT049,1159.3718795023142
FDM24,OUT018,2161.4714451755954
NCP43,OUT027,4308.319655046884
NCO18,OUT019,889.9282422083988
FDM32,OUT017,1574.50864102649
NCL07,OUT017,719.9249634421578
FDK03,OUT013,4070.329708982752
FDP59,OUT017,1802.4270682719987
FDQ24,OUT049,4053.8774791245437
FDQ16,OUT018,1489.3732901491276
FDU44,OUT013,2633.8400488268226
FDH28,OUT010,-1225.5639814756053
FDV28,OUT019,-1282.0981064787356
FDM22,OUT045,861.7412009618693
FDR56,OUT046,3142.583573499062
FDV39,OUT049,3233.098542619003
FDU37,OUT019,-563.6112687143466
FDQ11,OUT010,2172.781571211925
FDX02,OUT045,3455.0186877877527
NCS42,OUT018,1197.7238638294734
FDY57,OUT027,3013.018543420268
FDB21,OUT049,3905.2950150713236
FDE28,OUT017,3777.4546774206187
FDQ55,OUT017,1987.6153293603484
FDA48,OUT049,3610.0802983347853
FDZ19,OUT045,2709.912494053036
NCC43,OUT045,3895.293346689101
NCV18,OUT046,1301.3835420416053
NCA42,OUT018,2241.1737331878635
FDY45,OUT046,4053.320853697766
NCC30,OUT045,2737.6023743706146
FDM57,OUT013,1459.5961732263684
FDL09,OUT010,758.8062459867409
FDB09,OUT027,3453.855426706602
FDT44,OUT035,2042.8250403872532
NCT06,OUT027,4043.9407342250847
FDX26,OUT049,3001.629116851033
FDK32,OUT013,2515.4634476962297
DRA12,OUT046,2272.7568821662917
FDO46,OUT010,1112.3910763549948
FDE52,OUT013,1489.909979260419
NCH42,OUT045,3562.3401611639997
FDV08,OUT035,869.7370459579157
FDB47,OUT018,3061.477080153456
FDC28,OUT010,-124.41239860377004
FDD22,OUT046,1823.8804867727
FDS07,OUT027,3296.10895176638
DRI13,OUT045,3366.379636783341
FDG32,OUT018,3223.7775723744107
FDU14,OUT017,4069.782930020669
FDD28,OUT019,-923.4141338072642
NCP41,OUT017,1835.5504555314353
FDS08,OUT049,2886.374870867768
FDX47,OUT045,2502.2776009167414
FDC53,OUT019,-258.67152761248406
FDQ19,OUT035,4011.599464131743
FDL14,OUT045,2438.92877878356
FDM33,OUT019,1589.5173905324407
FDA51,OUT045,1762.3394117397738
FDZ27,OUT018,553.4496821611773
FDT04,OUT046,690.6923184631344
DRC13,OUT049,2133.4459375843767
FDR16,OUT027,4883.884250362265
FDQ03,OUT027,5224.2021905632955
FDE38,OUT035,2822.652304422523
DRH23,OUT027,2359.167133340167
FDT11,OUT019,1133.3953316629434
FDD09,OUT035,3008.884142093383
FDR40,OUT045,1309.1170462470557
FDX07,OUT017,3052.3339092217448
FDR07,OUT035,1705.8291704392784
FDA51,OUT017,1950.842411768558
FDT59,OUT019,1758.1569396648863
FDF20,OUT017,3192.3456099487694
FDR13,OUT045,1815.6730990915328
FDY26,OUT049,3472.371515719077
FDW04,OUT017,2237.9815392238756
FDK52,OUT017,3696.2751233954555
FDN60,OUT049,2594.4954516381417
FDM09,OUT019,849.3813391846907
FDP46,OUT049,1521.1847264077003
FDB50,OUT019,-644.083249254073
NCQ29,OUT049,4147.747996220512
FDP16,OUT027,5333.352711796655
FDX33,OUT018,2322.7963473107266
FDP07,OUT010,1192.575752645123
FDN22,OUT046,3989.4957355843358
FDF39,OUT049,4278.874583182111
FDS21,OUT017,1164.615105395233
NCM42,OUT013,1742.5680975569112
FDK50,OUT019,714.6836936959394
DRF13,OUT027,3787.6779985703856
FDH35,OUT018,2331.797891778272
FDP60,OUT018,1330.7166017704062
DRJ49,OUT027,3530.0829801768664
NCT42,OUT019,452.2777820706965
FDE38,OUT049,2774.224512883023
FDI04,OUT049,3287.077841023291
NCH54,OUT045,2425.8779105094063
FDT56,OUT049,1103.0666946565862
DRD15,OUT018,3384.672306598742
FDV58,OUT013,3090.6656227934714
FDP21,OUT049,3121.2438493427894
FDH05,OUT013,3747.7101895723013
FDR10,OUT027,4035.750140245683
NCP06,OUT045,2297.392073838193
FDF33,OUT049,1826.0223658702469
DRK37,OUT013,3015.9878255303342
DRH49,OUT045,1299.0584340638395
FDT58,OUT013,2694.279078312288
FDD41,OUT018,1446.8473706836744
FDP40,OUT018,1553.3765145473176
FDM51,OUT027,3142.3746762876585
FDO45,OUT010,-455.17847180908007
FDW33,OUT010,-203.5016575737277
FDY24,OUT045,875.0602474834367
FDB10,OUT010,1845.9607482626793
FDM40,OUT035,2389.9590043744925
NCI06,OUT017,2940.9773523139825
FDW12,OUT019,443.32157357492406
FDX48,OUT027,3967.304015255222
NCW05,OUT027,3130.711967103841
FDX27,OUT017,1679.2418486556621
DRM37,OUT045,3059.355842314997
FDA38,OUT045,3770.319032148142
FDR36,OUT046,716.1118611103537
FDZ45,OUT046,3151.624806939083
FDG05,OUT017,2653.598051006718
FDK28,OUT013,4117.458458069577
FDV47,OUT045,1333.6705167668902
FDN21,OUT045,2490.885618218768
FDP20,OUT027,3493.680616583364
FDI35,OUT045,2831.7960998392687
DRY23,OUT013,782.6174218875543
FDA56,OUT017,2096.567373646196
FDB09,OUT013,2007.473039039846
NCO26,OUT027,3305.620204157713
FDQ49,OUT018,2261.909571805144
FDI52,OUT027,3406.3504510043285
FDZ44,OUT027,3343.963659412622
FDZ09,OUT018,2329.2074148922056
FDY03,OUT049,1953.735102492448
NCG42,OUT017,2167.471846546311
DRI13,OUT027,4895.800232538955
FDQ32,OUT013,2088.36498399401
FDW16,OUT035,1663.8940362154601
FDU27,OUT046,807.0683618096804
FDR28,OUT010,715.7383563987167
FDQ49,OUT010,634.7018259789887
FDS37,OUT046,1877.2047380502327
FDW26,OUT018,3246.268844362061
FDX12,OUT018,3581.259074507613
NCP06,OUT013,2409.0024078356664
FDW45,OUT010,415.4029245330174
NCN30,OUT049,1608.6294998140709
FDN24,OUT049,972.388764144457
NCL41,OUT027,1998.3548859030639
FDR02,OUT019,-122.92079328426132
FDD09,OUT010,957.1015041478157
FDS33,OUT010,-480.4841709457155
FDU22,OUT045,1832.652136233506
FDI53,OUT013,2647.6353249558792
DRH01,OUT049,2865.4926546444385
FDX32,OUT013,2348.1575597075125
NCP30,OUT018,376.8983166324779
FDB60,OUT045,3057.444070990064
FDB14,OUT049,1639.829148717474
NCP02,OUT035,1087.3537684495586
FDJ10,OUT017,2366.7466645944623
FDG34,OUT046,1828.1619693640207
NCB18,OUT017,1490.6368179932338
FDM16,OUT049,1363.6717907891975
FDW25,OUT018,1102.675746845106
FDB35,OUT010,-388.22687003176225
DRN11,OUT013,2284.7008179265963
FDF41,OUT019,1994.0239798478376
FDH16,OUT045,1353.7062306800296
NCQ50,OUT018,3064.6040694933668
DRH23,OUT018,632.2244944763678
DRJ37,OUT013,2439.739928853318
DRJ24,OUT027,4358.368299404903
FDY16,OUT035,3090.3198133229466
FDQ27,OUT045,1664.9469847745254
FDZ33,OUT045,2281.8796936622352
FDF29,OUT045,2070.9060251505643
FDA08,OUT049,2741.0403905850494
FDG31,OUT046,1080.1176047382262
FDE34,OUT019,1011.9369214895441
NCR30,OUT027,2628.9935384968007
FDV33,OUT035,4271.577783589226
DRZ24,OUT018,1639.822518915069
NCL54,OUT035,2871.7369054122314
FDR12,OUT049,2895.8889112746533
NCC54,OUT046,3785.334070121233
DRN59,OUT013,789.5240788619246
FDX50,OUT019,-129.91909895830452
FDV31,OUT027,4277.4693463806
NCA29,OUT027,4179.046855869883
FDW60,OUT049,2964.848689117624
FDX08,OUT017,3019.9925124795313
DRD49,OUT013,3732.38669775144
FDD33,OUT046,3648.250444203753
FDW35,OUT013,761.4907257954524
FDJ36,OUT017,1800.8829226591224
FDV51,OUT035,2797.7202365981298
FDW36,OUT046,1719.0444350881003
FDH35,OUT046,2628.6558513493774
NCS30,OUT027,3513.928143268056
FDN49,OUT017,793.81659769102
FDL08,OUT018,3614.9627718768143
FDI09,OUT013,3849.01011961567
FDP19,OUT018,1774.6166710693474
FDU21,OUT010,-1298.0296625398557
NCP41,OUT045,1654.9569910759367
FDY10,OUT013,1843.802467890124
FDP12,OUT018,395.7852709437403
NCN26,OUT049,1944.3770348670796
FDK44,OUT013,2790.7145786394194
FDC28,OUT049,1860.2559847076534
FDJ41,OUT027,5615.013551172278
NCT29,OUT035,2098.5784512520268
NCH42,OUT019,1693.2344226717353
FDU60,OUT018,2421.6373736690302
FDS02,OUT045,3030.4935818970966
FDC51,OUT046,2029.4761171914172
FDU03,OUT013,2964.615131931724
FDX39,OUT045,3337.9248151917895
NCY05,OUT010,-1304.4146146965663
NCL06,OUT027,5524.996516642104
FDD32,OUT035,1493.005355166306
NCN41,OUT045,1859.9598012107954
NCX53,OUT049,2337.5738256432396
FDU57,OUT019,521.2161765106621
FDQ23,OUT046,1690.996232715172
FDQ52,OUT045,3837.582827631322
FDC14,OUT045,648.2049678795777
FDY09,OUT035,2961.85800320003
FDQ28,OUT045,2453.7212050365874
FDV25,OUT046,3506.950541963785
FDJ07,OUT035,2026.5942497126937
DRB25,OUT049,1790.83811963981
FDK52,OUT019,1658.4907432789603
FDY52,OUT027,2505.6668585898074
FDB28,OUT046,3135.2439698051217
FDT36,OUT035,756.2093360058581
FDV25,OUT017,3614.7739051941003
NCN07,OUT027,3518.339449146693
FDC57,OUT017,3219.1570464350903
FDQ03,OUT018,3503.4547238639334
FDU23,OUT017,2782.39159600827
NCX41,OUT035,3490.597907752435
NCD06,OUT035,895.5054064879705
FDW08,OUT045,1620.398194225066
NCU29,OUT017,2391.2315272779074
NCE06,OUT013,2565.8953124268664
FDV52,OUT010,0.8849420158014709
FDB02,OUT017,2971.818636180923
NCR18,OUT045,647.2048783482426
FDK16,OUT049,1618.2609549800004
NCQ29,OUT010,2132.5617150801527
FDZ01,OUT019,-169.52028026338974
FDW27,OUT035,2674.348589254102
FDD17,OUT018,3494.257895149929
FDW39,OUT013,2890.3142962526317
DRH59,OUT045,1115.8552168285205
FDS52,OUT013,1688.5706924396882
FDU40,OUT027,4553.937504628926
NCF54,OUT013,2765.1279042704696
FDH46,OUT045,1649.7108046334665
NCP14,OUT049,1734.4823266584456
FDH50,OUT049,3062.7602667804963
DRF15,OUT010,529.8407389131656
FDV27,OUT027,2918.2030552972014
NCJ06,OUT049,2001.3819657847323
FDN02,OUT018,2975.584853616885
FDQ51,OUT049,922.8948785796172
FDQ07,OUT017,3673.2462531032784
FDS45,OUT049,1847.3796299406397
NCJ06,OUT045,1859.1760516167233
FDD36,OUT035,2037.0750482451872
FDY25,OUT045,2825.5120823237235
FDU52,OUT046,2474.112403747771
DRK47,OUT017,3669.638471472992
NCL30,OUT017,2121.115761629928
FDN22,OUT035,4144.720531753868
